1.365280	1.365280	1.365280	1.365280	1.365280	1.365280	1.365280	1.365280	1.365280	1.400650	2.256090	2.386800	2.463750	2.502200	2.689600	2.797320	2.889270	2.935860	2.890020	2.747870	2.551310	2.485290	2.416780	2.422650	2.416480	2.434740	2.435040	2.495250	2.427150	2.430230	2.390510	2.430850	2.413840	2.393660	2.369440	2.433390	2.419860	2.401820	2.415100	2.422290	2.376890	2.485250	2.481290	2.397330	2.413970	2.414120	2.399720	2.399440	2.454510	2.435950	2.489680
0.085540	0.085540	0.085540	0.085540	0.085540	0.085540	0.085540	0.085540	0.085540	0.056640	-0.024770	-0.047380	-0.079920	-0.060790	-0.086290	-0.143050	-0.154890	-0.174580	-0.162020	-0.113970	-0.111060	-0.083500	-0.060270	-0.075990	-0.068000	-0.096870	-0.050470	-0.090760	-0.049370	-0.073670	-0.033410	-0.051230	-0.041640	-0.097830	-0.048150	-0.095650	-0.095220	-0.064840	-0.066820	-0.107260	-0.045520	-0.095160	-0.095040	-0.047420	-0.091390	-0.053130	-0.090590	-0.053460	-0.078870	-0.076950	-0.069240
-0.439350	-0.439350	-0.439350	-0.439350	-0.439350	-0.439350	-0.439350	-0.439350	-0.439350	-0.384990	-0.259740	-0.229370	-0.187910	-0.235700	-0.224130	-0.173640	-0.182640	-0.193820	-0.212460	-0.269980	-0.240980	-0.245890	-0.230390	-0.232090	-0.230490	-0.215860	-0.208230	-0.184380	-0.223850	-0.271400	-0.260350	-0.241090	-0.236300	-0.240470	-0.254770	-0.214600	-0.205190	-0.228650	-0.206230	-0.197420	-0.247540	-0.185750	-0.195340	-0.245010	-0.218300	-0.258200	-0.183980	-0.246150	-0.241040	-0.216490	-0.227340
0.075130	0.075130	0.075130	0.075130	0.075130	0.075130	0.075130	0.075130	0.075130	-0.000800	-0.121880	-0.107160	-0.129310	-0.148780	-0.172650	-0.139840	-0.143790	-0.136380	-0.137350	-0.087230	-0.083270	-0.065860	-0.139750	-0.103290	-0.110350	-0.110880	-0.160380	-0.166180	-0.143610	-0.088120	-0.120660	-0.114510	-0.133000	-0.081420	-0.109200	-0.115530	-0.123190	-0.123630	-0.171900	-0.132880	-0.110220	-0.134930	-0.133290	-0.122910	-0.107560	-0.079920	-0.194610	-0.107290	-0.068550	-0.113750	-0.072990
-0.176770	-0.176770	-0.176770	-0.176770	-0.176770	-0.176770	-0.176770	-0.176770	-0.176770	-0.092010	-0.067200	-0.121360	-0.107240	-0.026900	-0.013780	-0.096290	-0.076780	-0.048690	-0.034830	-0.048320	-0.104770	-0.125550	-0.022890	-0.097910	-0.088380	-0.083240	-0.025550	-0.022060	-0.034260	-0.013710	-0.014300	-0.045220	-0.027420	-0.092760	-0.039120	-0.049620	-0.065260	-0.057800	0.007810	-0.044150	-0.053840	-0.083090	-0.062480	-0.026450	-0.081600	-0.081410	0.019440	-0.056990	-0.125780	-0.076810	-0.150410
-0.118210	-0.118210	-0.118210	-0.118210	-0.118210	-0.118210	-0.118210	-0.118210	-0.118210	-0.204420	-0.176210	-0.144080	-0.159480	-0.166180	-0.095710	-0.074920	-0.075310	-0.107150	-0.098110	-0.156050	-0.102290	-0.102560	-0.181300	-0.091870	-0.106020	-0.095490	-0.150330	-0.186610	-0.173750	-0.221490	-0.186720	-0.168150	-0.166960	-0.130750	-0.194690	-0.180260	-0.158520	-0.114130	-0.181800	-0.170900	-0.150890	-0.103340	-0.143500	-0.184850	-0.111480	-0.148250	-0.175920	-0.139370	-0.093360	-0.139210	-0.108120
-0.114990	-0.114990	-0.114990	-0.114990	-0.114990	-0.114990	-0.114990	-0.114990	-0.114990	-0.043270	-0.132910	-0.102480	-0.033120	-0.148600	-0.174650	-0.132890	-0.147820	-0.130720	-0.165710	-0.103630	-0.127840	-0.113800	-0.129470	-0.203480	-0.168680	-0.171380	-0.118460	-0.074070	-0.129280	-0.061270	-0.084340	-0.057390	-0.082000	-0.110580	-0.056770	-0.039920	-0.097560	-0.164350	-0.071840	-0.109280	-0.126900	-0.130040	-0.072700	-0.086930	-0.155040	-0.036960	-0.158200	-0.107910	-0.090700	-0.079340	-0.083110
-0.076100	-0.076100	-0.076100	-0.076100	-0.076100	-0.076100	-0.076100	-0.076100	-0.076100	-0.137360	-0.072480	-0.089150	-0.188710	-0.079560	-0.156540	-0.178260	-0.155160	-0.166920	-0.133990	-0.230250	-0.155420	-0.128310	-0.023940	0.005170	0.034170	0.021770	0.007660	-0.056230	-0.010880	-0.106970	0.003780	-0.015870	-0.018120	-0.062260	-0.053570	-0.079340	-0.088410	0.072780	-0.011570	-0.003940	0.022500	0.010440	-0.109460	-0.033930	0.028150	-0.055400	0.033410	-0.014320	-0.073890	-0.062160	-0.129780
-0.143800	-0.143800	-0.143800	-0.143800	-0.143800	-0.143800	-0.143800	-0.143800	-0.143800	-0.118530	-0.265090	-0.270400	-0.111890	-0.240350	-0.037350	-0.042480	-0.009890	-0.003480	-0.080810	-0.105830	-0.086290	-0.063100	-0.190570	-0.173170	-0.150320	-0.149040	-0.137010	-0.134070	-0.208160	-0.113010	-0.124530	-0.106980	-0.101090	-0.080730	-0.109120	-0.071310	-0.092900	-0.129410	-0.068430	-0.159120	-0.176740	-0.161270	-0.024230	-0.105520	-0.138680	-0.059350	-0.190970	-0.087170	-0.025330	-0.088730	-0.090350
-0.094770	-0.094770	-0.094770	-0.094770	-0.094770	-0.094770	-0.094770	-0.094770	-0.094770	-0.115090	-0.077430	-0.036820	-0.120200	-0.022030	-0.083240	-0.068420	-0.058110	-0.059930	-0.000230	-0.033210	-0.064580	-0.133200	-0.064510	-0.095940	-0.087650	-0.043800	-0.085120	-0.062510	-0.056260	-0.059370	-0.036320	-0.031220	-0.075940	-0.069010	-0.051970	-0.053740	-0.142890	-0.091120	-0.095000	-0.062730	-0.030900	-0.004650	-0.141900	-0.096260	-0.077610	-0.024630	-0.042590	-0.095080	-0.106080	-0.067090	-0.139650
