2.688960	2.916670	3.100490	3.121710	3.219310	3.407460	3.545460	3.745410	3.879280	4.019560	4.037980	4.089530	4.005150	3.809610	3.586040	3.612630	3.411500	3.446080	3.320360	3.267900	3.327910	3.105520	3.179010	3.508300	3.737110	3.577530	3.430160	3.262870	3.253930	3.222900	3.135210	3.027260	2.972740	2.889290	2.915900	2.849320	2.859580	2.865610	2.815170	2.780670	2.754820	2.813160	2.802740	2.807110	2.886990	2.908350	2.892360	2.861720	2.861410	2.804390	2.805290	2.936350	2.976860	2.964580	2.819250	2.856510	2.854690	2.907060	2.817000	2.893300	3.023600	3.058220	3.118850	3.201590	3.062770	2.995870	2.955190	2.947740	2.932970	2.937310	2.874570	2.893270	2.761630	2.753210	2.842550	2.829900	2.871530	2.941180	2.868580	2.820960	2.885740	2.939560	2.865480	2.875780	2.875000	2.876130	2.891550	2.874320	2.833320	2.873100	2.914950	2.988120	2.976570	3.060160	2.954800	2.939940	2.862540	2.948620	2.851240	2.829070	2.916140
-0.067100	-0.079460	-0.091470	-0.063490	-0.074410	-0.112570	-0.114430	-0.023060	0.001800	-0.068400	-0.001250	-0.004910	-0.008060	0.083920	0.010790	-0.071840	0.035240	-0.002160	0.001900	-0.035000	-0.060900	-0.081680	-0.113280	-0.175380	-0.270290	-0.273170	-0.222770	-0.147440	-0.191410	-0.192010	-0.214930	-0.111700	-0.134600	-0.068380	-0.101320	-0.071230	-0.097720	-0.068070	-0.034600	-0.012870	-0.027330	-0.046240	-0.056220	-0.025290	-0.073020	-0.071430	-0.064550	-0.042650	-0.060560	-0.076510	-0.022570	-0.079110	-0.156090	-0.101530	-0.045920	-0.014940	-0.058430	-0.078270	-0.049930	-0.067220	-0.095440	-0.050230	-0.128700	-0.181490	-0.130410	-0.067540	-0.120360	-0.072990	-0.076920	-0.074320	-0.056730	-0.102260	-0.027000	-0.049170	-0.074660	-0.005410	-0.044970	-0.022740	-0.025620	-0.010440	-0.071470	-0.092420	-0.014450	-0.057690	-0.043390	-0.062330	-0.059020	-0.055230	-0.025030	-0.059040	-0.048990	-0.116280	-0.066290	-0.123640	-0.117840	-0.127960	-0.053920	-0.110040	-0.101110	-0.052850	-0.085080
-0.259250	-0.266280	-0.295590	-0.213430	-0.203210	-0.246810	-0.231790	-0.266290	-0.294630	-0.238250	-0.263880	-0.220350	-0.199500	-0.290950	-0.283870	-0.159880	-0.284180	-0.253450	-0.231270	-0.230000	-0.141710	-0.154140	-0.187340	-0.318970	-0.338730	-0.319690	-0.324480	-0.313270	-0.303460	-0.272080	-0.202450	-0.290470	-0.187200	-0.304050	-0.241470	-0.286040	-0.243290	-0.263730	-0.245160	-0.289850	-0.302470	-0.295460	-0.229840	-0.282320	-0.243490	-0.286780	-0.256800	-0.265290	-0.260090	-0.257410	-0.283730	-0.267270	-0.165470	-0.266900	-0.289480	-0.276830	-0.248680	-0.254030	-0.256780	-0.246100	-0.192260	-0.293560	-0.214370	-0.238910	-0.254690	-0.287490	-0.221210	-0.299610	-0.277100	-0.289520	-0.281060	-0.192820	-0.276070	-0.283350	-0.210770	-0.224070	-0.241760	-0.255630	-0.253490	-0.248320	-0.221620	-0.200050	-0.265070	-0.182830	-0.214430	-0.234910	-0.218600	-0.242750	-0.260690	-0.212650	-0.217080	-0.183860	-0.286930	-0.262290	-0.244330	-0.197760	-0.264770	-0.180730	-0.274290	-0.256710	-0.194500
-0.124120	-0.087310	-0.043220	-0.213210	-0.196910	-0.142990	-0.172970	-0.169170	-0.082650	-0.050890	-0.087210	-0.144530	-0.200970	-0.145970	-0.091500	-0.214340	-0.134970	-0.162050	-0.173360	-0.147700	-0.241830	-0.291220	-0.165650	-0.046550	0.048610	-0.004660	0.012510	-0.070110	-0.013480	-0.028910	-0.160050	-0.082040	-0.234270	-0.090240	-0.150110	-0.078890	-0.120660	-0.108750	-0.170660	-0.127260	-0.100280	-0.066480	-0.209130	-0.120340	-0.149110	-0.086550	-0.146970	-0.145970	-0.132860	-0.129020	-0.140960	-0.084960	-0.202650	-0.070520	-0.104940	-0.145620	-0.145690	-0.087870	-0.141160	-0.105060	-0.181440	-0.070650	-0.200630	-0.080640	-0.135390	-0.142210	-0.214500	-0.066950	-0.072910	-0.048260	-0.101720	-0.200750	-0.165360	-0.108750	-0.153470	-0.229160	-0.130130	-0.131930	-0.123690	-0.174860	-0.143570	-0.154970	-0.120160	-0.249880	-0.180570	-0.138780	-0.129770	-0.109670	-0.132890	-0.170710	-0.175750	-0.163380	-0.037780	-0.055700	-0.113990	-0.163800	-0.130880	-0.211630	-0.078410	-0.129500	-0.205400
-0.042440	-0.094400	-0.094520	0.065590	0.013580	-0.020210	0.003390	-0.024910	-0.136360	-0.231140	-0.160630	-0.147480	-0.112480	-0.134460	-0.157450	-0.083260	-0.094480	-0.105730	-0.081210	-0.125260	-0.078290	0.043800	-0.105330	0.061950	0.012380	0.066520	0.021620	0.062210	-0.038940	-0.077940	0.076480	-0.023270	0.101530	-0.007660	0.010020	-0.065380	-0.061720	-0.113210	0.016250	-0.036690	-0.022020	-0.094400	0.066750	-0.030890	-0.043980	-0.091360	-0.000910	-0.007940	-0.024720	-0.046930	-0.003250	-0.091150	0.046830	-0.110190	-0.035550	0.010880	-0.000680	-0.078510	-0.022120	-0.097550	-0.010120	-0.083870	0.076910	-0.081680	0.038160	0.025750	0.139270	-0.067890	-0.110090	-0.109240	-0.036690	0.012000	0.042750	-0.052200	-0.044610	0.094520	-0.065150	-0.045990	-0.070120	0.001830	-0.058800	-0.043780	-0.035710	0.071960	0.007470	-0.057870	-0.063710	-0.075330	-0.013010	-0.048540	-0.039790	-0.056340	-0.163090	-0.072680	-0.025910	-0.009410	0.006750	0.028030	-0.047170	-0.058070	0.003780
-0.177770	-0.109320	-0.119850	-0.238150	-0.175450	-0.118900	-0.074690	-0.057290	-0.039310	0.010330	-0.077240	-0.038180	0.014690	-0.036420	-0.017720	-0.040430	-0.042710	0.018720	-0.053320	0.002960	-0.026590	-0.049680	-0.017390	-0.224470	-0.240710	-0.261300	-0.251400	-0.213590	-0.165520	-0.090370	-0.181400	-0.099580	-0.193030	-0.192890	-0.129930	-0.092380	-0.070030	-0.070520	-0.180620	-0.121120	-0.149070	-0.091140	-0.233720	-0.165380	-0.073900	-0.080570	-0.147530	-0.125140	-0.165720	-0.095440	-0.138270	-0.051060	-0.139540	-0.020910	-0.116080	-0.163660	-0.183060	-0.142990	-0.083710	-0.058640	-0.148660	-0.107960	-0.133990	-0.040370	-0.176880	-0.110980	-0.245270	-0.122710	-0.033110	-0.094930	-0.125660	-0.143540	-0.205300	-0.089960	-0.122320	-0.257520	-0.073360	-0.115070	-0.059370	-0.098900	-0.063940	-0.132400	-0.159130	-0.153850	-0.170830	-0.076590	-0.139550	-0.134280	-0.168430	-0.121520	-0.068540	-0.054040	-0.015900	-0.134160	-0.212630	-0.132030	-0.164120	-0.111820	-0.072050	-0.043150	-0.109330
-0.073950	-0.110660	-0.055740	-0.066250	-0.140890	-0.176970	-0.341690	-0.282410	-0.233350	-0.164170	-0.051290	-0.092110	-0.242450	-0.174040	-0.158620	-0.097240	-0.108470	-0.192180	-0.105180	-0.133800	-0.108680	-0.262010	-0.132670	-0.188620	-0.121060	-0.157960	-0.068930	-0.170010	-0.127880	-0.215750	-0.190450	-0.235300	-0.197940	-0.098880	-0.222590	-0.218500	-0.215670	-0.185300	-0.114350	-0.166850	-0.123750	-0.148750	-0.093330	-0.098970	-0.269620	-0.190150	-0.139100	-0.199070	-0.135730	-0.184630	-0.185030	-0.267390	-0.208710	-0.317610	-0.227520	-0.135580	-0.113650	-0.069080	-0.254430	-0.220950	-0.130550	-0.093130	-0.197900	-0.195550	-0.132670	-0.229560	-0.105230	-0.149040	-0.202360	-0.093890	-0.147660	-0.197880	-0.124770	-0.172360	-0.110260	-0.037030	-0.221830	-0.082330	-0.160250	-0.197980	-0.169110	-0.123820	-0.025090	-0.156870	-0.037490	-0.228840	-0.090150	-0.074000	-0.111070	-0.150870	-0.215850	-0.150270	-0.151070	-0.142930	-0.080740	-0.134010	-0.072540	-0.205770	-0.228570	-0.264600	-0.170860
-0.226150	-0.131180	-0.173430	-0.054460	-0.051220	-0.204280	0.058150	-0.022460	-0.001040	-0.084630	-0.155410	-0.142120	-0.036930	-0.152080	-0.098720	-0.224340	-0.212280	-0.214010	-0.133720	-0.175420	-0.186010	-0.039000	-0.210830	0.085570	-0.034230	-0.019250	-0.004600	-0.008110	-0.151000	-0.061560	-0.042950	-0.004450	-0.004250	-0.203020	-0.017560	-0.014580	-0.121530	-0.213090	-0.096310	-0.117180	-0.073900	-0.107480	-0.140100	-0.161320	-0.029180	-0.166340	-0.158700	-0.045350	-0.119590	-0.149800	-0.073730	-0.000360	0.022630	0.058010	-0.001530	-0.048840	-0.068850	-0.181050	0.064440	-0.018200	-0.087230	-0.204410	-0.002800	-0.153310	-0.125350	-0.077560	-0.106670	-0.165230	-0.159270	-0.206230	-0.120030	0.011700	-0.103510	-0.178590	-0.119510	-0.065380	0.046700	-0.117170	-0.045270	0.022430	-0.016910	-0.042160	-0.065680	0.017000	-0.107850	-0.000850	-0.052880	-0.187120	-0.055250	-0.125040	-0.061910	-0.136850	-0.177730	-0.012040	-0.147310	-0.090240	-0.128910	-0.006190	0.069860	-0.004710	-0.111100
-0.126310	-0.106630	0.036080	-0.141160	-0.201380	-0.013090	-0.206090	-0.159550	-0.238940	-0.271840	-0.213650	-0.227280	-0.254840	-0.226090	-0.289970	-0.176250	-0.142130	-0.108390	-0.176110	-0.091270	-0.187900	-0.210530	-0.112710	-0.158790	0.016940	-0.007640	0.023030	-0.048240	0.012740	-0.041370	-0.082920	-0.095350	-0.162080	-0.040050	-0.111100	-0.181530	-0.059780	-0.074180	-0.172390	-0.133100	-0.118270	-0.131640	-0.185910	-0.133820	-0.196080	-0.156300	-0.072690	-0.185050	-0.159250	-0.052740	-0.153640	-0.201150	-0.083820	-0.207490	-0.182690	-0.151900	-0.235690	-0.057240	-0.171900	-0.201090	-0.178350	-0.020270	-0.131460	-0.058870	-0.120500	-0.112100	-0.028090	-0.075660	0.038440	0.021200	-0.067140	-0.236190	-0.170480	0.017340	-0.144870	-0.179390	-0.268160	-0.072430	-0.045290	-0.143940	-0.056560	-0.221220	-0.114520	-0.117680	-0.083340	-0.198490	-0.179770	-0.004110	-0.151470	-0.175700	-0.143530	-0.050640	-0.064890	-0.212650	-0.151030	-0.088150	-0.006270	-0.214290	-0.126340	-0.190130	-0.150620
-0.118850	-0.092500	-0.127870	-0.039900	-0.108690	-0.173790	-0.089770	-0.115210	-0.087200	0.049550	0.103640	0.151560	0.069450	-0.040250	0.175460	0.147650	0.095580	0.030690	0.157320	0.092790	0.162590	0.049540	0.082360	0.000650	-0.133980	-0.172390	-0.067840	-0.137130	-0.143550	-0.127900	-0.079300	-0.103150	-0.060450	-0.205660	-0.160330	-0.085320	-0.175660	-0.249230	-0.072270	-0.128950	-0.034780	-0.090590	-0.050010	-0.072000	-0.126290	-0.084390	-0.099680	-0.106340	-0.130130	-0.206460	-0.129580	-0.130030	-0.171700	-0.121070	-0.145140	-0.054510	0.029470	-0.128880	-0.103410	-0.082960	-0.037450	-0.085120	0.087330	0.014300	-0.012660	-0.059790	-0.072950	-0.127020	-0.219480	-0.135560	-0.133440	-0.023170	-0.047490	-0.223020	-0.004950	-0.032970	-0.010390	-0.026270	-0.096040	-0.045580	-0.076690	0.052740	0.068010	-0.040560	0.031950	-0.127570	-0.051390	-0.239770	-0.127720	-0.107180	-0.147870	-0.009690	-0.044480	-0.014450	-0.142970	-0.053170	-0.104390	0.049910	-0.066640	-0.076840	0.005150
