3.511970	3.798180	3.845140	3.883750	3.824670	3.726960	3.646260	3.676760	3.626930	3.613820	3.578380	3.535700	3.583370	3.591420	3.626740	3.662110	3.565530	3.543550	3.418140	3.504700	3.625360	3.850340	4.078340	4.109500	4.110390	4.092280	4.168590	3.995540	3.805330	3.812330	3.772200	3.651460	3.610820	3.552060	3.582460	3.697220	3.771950	3.954160	3.861540	3.790350	3.855230	3.836940	3.807640	3.771380	3.732680
0.059840	-0.037810	-0.081490	-0.075200	-0.026800	-0.037110	-0.029710	-0.021290	-0.030510	-0.053870	-0.063540	-0.039790	0.009960	-0.007140	-0.018080	-0.042490	-0.015970	-0.011510	-0.021690	-0.067790	-0.026120	0.032170	-0.082400	-0.090530	-0.107710	-0.074920	-0.119570	-0.029230	-0.003730	-0.080110	-0.051270	-0.016090	-0.042380	-0.010060	-0.042020	-0.091470	-0.078840	-0.079620	-0.034310	0.021170	-0.130970	-0.057790	-0.092220	-0.051500	-0.024190
-0.262630	-0.180300	-0.194830	-0.230020	-0.303140	-0.236040	-0.272180	-0.258700	-0.272660	-0.198950	-0.246740	-0.223570	-0.210040	-0.262820	-0.170910	-0.206540	-0.214070	-0.247570	-0.193560	-0.225140	-0.254080	-0.289750	-0.217100	-0.228080	-0.207960	-0.266490	-0.205950	-0.289060	-0.247140	-0.251180	-0.264810	-0.237870	-0.247610	-0.252080	-0.228490	-0.215260	-0.181870	-0.174550	-0.269420	-0.267650	-0.190680	-0.262650	-0.263140	-0.216600	-0.208490
-0.177910	-0.210750	-0.173730	-0.128500	-0.073190	-0.188020	-0.120120	-0.120110	-0.098720	-0.202830	-0.104450	-0.185320	-0.184580	-0.080480	-0.254960	-0.146950	-0.156270	-0.118830	-0.249480	-0.116240	-0.131230	-0.144600	-0.139440	-0.106320	-0.147870	-0.079380	-0.147590	-0.153560	-0.238210	-0.090760	-0.104620	-0.189500	-0.140050	-0.169150	-0.188210	-0.166370	-0.241570	-0.207910	-0.086850	-0.154530	-0.163400	-0.107560	-0.106690	-0.220050	-0.212500
-0.135720	-0.117760	-0.075460	-0.111710	-0.121620	-0.037190	-0.111930	-0.141950	-0.159200	-0.090740	-0.173730	-0.068120	-0.178000	-0.230290	-0.079410	-0.168860	-0.202190	-0.196670	-0.036390	-0.187950	-0.152200	-0.144140	-0.174180	-0.207580	-0.142250	-0.210940	-0.176230	-0.092710	-0.044150	-0.169390	-0.133890	-0.062380	-0.119470	-0.083770	-0.040420	-0.091430	-0.032520	-0.101380	-0.219090	-0.128910	-0.116620	-0.152630	-0.131830	-0.035260	-0.091150
-0.048210	-0.054760	-0.216040	-0.174050	-0.191990	-0.167440	-0.117000	-0.096290	-0.086310	-0.098750	-0.074540	-0.175170	-0.008730	-0.038700	-0.083890	-0.102040	0.035380	-0.036760	-0.107830	-0.036320	-0.115540	-0.077580	-0.085960	-0.044130	-0.077770	-0.048940	-0.037150	-0.055540	-0.040950	-0.072020	-0.118760	-0.121640	-0.083110	-0.121170	-0.164140	-0.109470	-0.088600	-0.075360	0.009590	-0.074210	-0.063510	-0.088880	-0.114150	-0.152020	-0.074650
-0.137420	-0.139420	-0.007890	-0.032150	-0.012120	-0.132920	-0.133650	-0.086610	-0.113130	-0.146290	-0.132820	-0.071080	-0.160240	-0.057720	-0.114790	-0.017340	-0.181950	-0.078700	-0.180680	-0.137460	-0.122090	-0.155310	-0.112060	-0.105910	-0.124800	-0.088450	-0.151550	-0.193360	-0.234060	-0.090390	-0.097880	-0.144170	-0.152230	-0.141740	-0.075340	-0.106440	-0.161070	-0.133930	-0.103750	-0.109010	-0.145600	-0.120990	-0.136990	-0.178480	-0.237240
-0.092620	0.002700	-0.137380	-0.131550	-0.126170	-0.015200	-0.038970	-0.103920	-0.063950	-0.073560	-0.091840	-0.123210	-0.103760	-0.167410	-0.016610	-0.170900	-0.057830	-0.146080	0.001950	-0.074900	-0.154270	-0.098880	-0.102830	-0.134350	-0.087640	-0.163810	-0.063070	-0.135230	-0.134450	-0.130590	-0.084800	0.022420	-0.042350	-0.037790	-0.095630	-0.048230	0.033230	-0.019940	-0.156940	-0.072530	-0.098230	-0.125430	-0.060000	-0.066830	0.034900
-0.165720	-0.243400	-0.202730	-0.137850	-0.151820	-0.216820	-0.194430	-0.095740	-0.192060	-0.142910	-0.187180	-0.176770	-0.218820	-0.132620	-0.250000	-0.174420	-0.146770	-0.103490	-0.205220	-0.162200	-0.168090	-0.167180	-0.226840	-0.128080	-0.179520	-0.082150	-0.120060	-0.107130	-0.172690	-0.055590	-0.117340	-0.229710	-0.136000	-0.262090	-0.087840	-0.123900	-0.167650	-0.252670	-0.060130	-0.194830	-0.123570	-0.112170	-0.141170	-0.174040	-0.331810
-0.013070	0.060320	-0.107140	-0.134480	-0.091040	-0.132700	-0.098510	-0.124780	-0.033990	-0.094680	-0.043070	-0.131560	0.015540	-0.010820	0.103850	0.014170	0.007380	-0.002400	-0.098950	-0.004290	-0.188940	-0.040710	0.052410	-0.007850	0.045720	-0.000680	0.044730	-0.022260	0.003560	-0.056340	-0.087970	0.011770	-0.102370	0.004000	-0.137190	0.009960	0.076870	0.090960	0.052630	0.054590	0.021690	-0.040550	-0.057320	-0.169770	-0.018700
-0.227450	-0.175930	-0.088110	-0.052110	-0.084810	0.038140	-0.052000	-0.096730	-0.106040	-0.166900	-0.193140	-0.005470	-0.218740	-0.169640	-0.190750	-0.185260	-0.213190	-0.226600	-0.016930	-0.190820	-0.098650	-0.218780	-0.248490	-0.157510	-0.223670	-0.196170	-0.242610	-0.232440	-0.239450	-0.179190	-0.136870	-0.126590	-0.072120	-0.153860	-0.048180	-0.176940	-0.195930	-0.167700	-0.262480	-0.183510	-0.241440	-0.234330	-0.126630	-0.074480	-0.135110
0.014720	-0.061510	-0.048380	-0.097510	-0.086500	-0.216130	-0.125580	-0.031030	-0.121270	0.026120	0.003900	-0.199720	-0.020760	-0.067960	-0.096940	-0.051700	-0.007820	0.010250	-0.184910	-0.035650	-0.009230	-0.010870	-0.042750	-0.132880	-0.064250	-0.098210	-0.063510	-0.019910	-0.031380	-0.031480	-0.034140	-0.109800	-0.119030	-0.086370	-0.114930	-0.073030	-0.083060	-0.148520	-0.038200	-0.110870	-0.018700	0.009940	-0.112320	-0.082660	-0.083640
