1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.342630	1.922090	2.016160	2.104390	2.105100	2.083410	2.120370	2.086180	2.052250	2.027830	2.079140	2.344270	2.901370	3.055820	3.050050	3.061970	2.996390	2.983170	2.906240	2.962630	3.021030	2.841200	2.771700	2.681660	2.716300	2.669790	2.600260	2.568590	2.603980	2.535570	2.484580	2.360830	2.329900	2.336350	2.555240	2.457430	2.331960
0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	0.091510	-0.011930	-0.071130	-0.079230	-0.059900	-0.030340	-0.078390	-0.099180	-0.066910	-0.038700	-0.090480	0.031850	-0.016770	-0.044280	-0.036450	-0.075590	-0.045180	-0.026010	-0.011440	-0.038510	-0.076740	-0.002850	0.053620	0.012540	-0.017580	-0.067660	-0.030330	0.007410	-0.072650	-0.039780	-0.048250	0.007170	-0.022030	-0.032200	-0.004360	0.007680	-0.012240
-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.421640	-0.285200	-0.190600	-0.213530	-0.193740	-0.211600	-0.220780	-0.201320	-0.219040	-0.232640	-0.193550	-0.154030	-0.153080	-0.115770	-0.129830	-0.079240	-0.078970	-0.119510	-0.131020	-0.113060	-0.094730	-0.160990	-0.180580	-0.133860	-0.184810	-0.094900	-0.122490	-0.177830	-0.109710	-0.142330	-0.110700	-0.194800	-0.187690	-0.179750	-0.161790	-0.185440	-0.179210
0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	0.081330	-0.040490	-0.139020	-0.065510	-0.138720	-0.130260	-0.062840	-0.116730	-0.091270	-0.107200	-0.141170	-0.239100	-0.118250	-0.142840	-0.133190	-0.186370	-0.243880	-0.192980	-0.173380	-0.188150	-0.177890	-0.122180	-0.179540	-0.236170	-0.090590	-0.204860	-0.194200	-0.147330	-0.174610	-0.164830	-0.205100	-0.140490	-0.142250	-0.135330	-0.159690	-0.143980	-0.153530
-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.164930	-0.095220	-0.038490	-0.131690	-0.036340	-0.049530	-0.113630	-0.023730	-0.075190	-0.043920	0.018650	-0.092410	-0.263120	-0.253040	-0.253410	-0.219680	-0.130910	-0.167890	-0.204660	-0.160020	-0.177520	-0.252810	-0.145070	-0.084680	-0.222570	-0.148780	-0.166370	-0.177980	-0.143630	-0.144900	-0.145660	-0.138760	-0.145010	-0.148970	-0.145000	-0.142980	-0.105050
-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.107680	-0.105860	-0.184810	-0.100730	-0.175630	-0.150510	-0.129770	-0.183550	-0.124660	-0.152580	-0.235720	-0.042650	0.038650	0.027340	0.020860	0.016030	-0.052300	-0.053750	0.004020	-0.047090	-0.059390	0.025590	-0.052510	-0.067690	-0.062090	-0.060580	-0.036050	-0.051110	-0.079580	-0.086860	-0.034940	-0.083740	-0.073080	-0.075650	0.005140	-0.024690	-0.048950
-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.104540	-0.144620	-0.097940	-0.119880	-0.109980	-0.122390	-0.100710	-0.108270	-0.164800	-0.141900	-0.045570	-0.196490	-0.079720	-0.061070	-0.065050	-0.104150	-0.100820	-0.063240	-0.097100	-0.096870	-0.064300	-0.073360	-0.084000	-0.105680	-0.030710	-0.113250	-0.117490	-0.117220	-0.090460	-0.096780	-0.142150	-0.118360	-0.156160	-0.140440	-0.092710	-0.129840	-0.163800
-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	-0.066520	0.001620	-0.096990	-0.111060	-0.050250	-0.067800	-0.109200	-0.065930	-0.022760	-0.032500	-0.088720	-0.065460	-0.233080	-0.224860	-0.218500	-0.163790	-0.095920	-0.151020	-0.167840	-0.095760	-0.114090	-0.243420	-0.112510	-0.144800	-0.183080	-0.088110	-0.127050	-0.102930	-0.066680	-0.089660	-0.120260	-0.101860	-0.097300	-0.095740	-0.088710	-0.039850	-0.003810
-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.132700	-0.177350	-0.174470	-0.136340	-0.245240	-0.185300	-0.159880	-0.175170	-0.188750	-0.201370	-0.139060	-0.289340	-0.192200	-0.220860	-0.214040	-0.265000	-0.373900	-0.322910	-0.262200	-0.331600	-0.370480	-0.194550	-0.336030	-0.265070	-0.295260	-0.376050	-0.325900	-0.328440	-0.369710	-0.362690	-0.301090	-0.281340	-0.298610	-0.307770	-0.096020	-0.180570	-0.223230
-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.084770	-0.030630	-0.159650	-0.148620	-0.086690	-0.142520	-0.114160	-0.091180	-0.161400	-0.098950	-0.080760	-0.071080	-0.002690	0.044830	0.022420	0.018170	0.071520	0.073110	0.031060	0.032430	0.079090	-0.002310	0.078620	0.016250	0.033460	0.025600	0.019700	-0.002950	0.044310	0.018660	-0.003360	-0.065110	-0.076650	-0.068090	0.066710	0.004160	-0.004740
