2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.002540	2.090800	2.427620	2.816960	3.080790	3.176510	3.205780	3.273850	3.313270	3.358130	3.295810	3.444020	3.426990	3.460840	3.430400	3.531670	3.549140	3.465180	3.742700	3.594860	3.559050	3.486300	3.484510	3.427660	3.464770	3.468990	3.470320	3.413870	3.502350	3.390390	3.409890	3.414740	3.460820	3.431010	3.473590	3.448320	3.413370	3.404920	3.496910	3.388490	3.493460	3.469860	3.437260	3.391950	3.498390	3.499760	3.492360	3.377870	3.442350	3.519200	3.514640	3.557620	3.447820	3.527220	3.471690	3.462050	3.448470	3.425280	3.549570	3.563040	3.430820	3.506780	3.526960	3.420630	3.416850	3.503270	3.519990	3.428280	3.516720	3.480280	3.426260	3.511900	3.484980	3.458740	3.451380	3.481450	3.522340	3.484260	3.629910	3.605630	3.432070	3.534380	3.519560	3.533650	3.812960	3.777540	3.475310	3.364370	3.521940	3.463830	3.403350	3.518180	3.455900	3.361360	3.471330	3.468150	3.354690	3.566250	3.506370	3.453860	3.442290	3.473110	3.654110	4.645070	4.618300	4.657240	4.708090	4.662800	4.661260	4.665880	4.674610	4.729120	4.717230	4.623430	4.591770	4.657900	4.290110	4.120650	4.013680	3.974470	3.849220	3.728830	3.727720	3.725630	3.715520	3.686990	3.980860	3.775700	3.634390	3.561480	3.513150	3.481600	3.382280	3.485180	3.465950	3.441660	3.413720	3.472770	3.530590	3.395010	3.416230	3.468210	3.445560	3.487410	3.478700	3.523240	3.526850	3.512700	3.477590	3.558420	3.462940	3.408880	3.415910	3.480610	3.472850	3.514130	3.433380	3.336180	3.460580	3.472870	3.430590
0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.155570	0.072750	-0.005080	-0.000120	-0.076040	-0.109840	-0.077260	-0.061720	-0.043270	-0.047460	-0.028540	-0.056580	-0.109010	-0.046510	-0.014380	-0.059190	-0.073740	-0.020790	-0.103820	-0.084960	-0.075200	-0.035180	-0.009330	-0.028660	-0.022530	-0.019440	-0.012300	0.000420	-0.037060	0.010920	0.007680	0.012130	-0.083030	-0.015200	-0.050970	-0.006700	0.014870	-0.061390	-0.005720	0.027590	-0.092990	-0.002310	-0.001070	0.000060	-0.057540	-0.035860	-0.060780	0.011720	0.028720	-0.060880	-0.077950	-0.065940	-0.021510	-0.066730	-0.029800	-0.016200	-0.078150	0.016470	-0.030070	-0.056390	-0.013580	-0.061300	-0.073540	0.004340	0.012980	-0.027360	-0.049590	-0.055960	0.005430	-0.040380	-0.003660	0.062110	0.018110	0.010350	-0.000560	0.009100	-0.071090	-0.009200	-0.025420	-0.091080	0.011510	-0.027340	-0.060920	-0.075290	-0.206950	-0.136010	-0.031840	0.013100	-0.025220	0.019620	0.011160	-0.011460	-0.012300	0.006430	-0.031190	-0.000760	-0.026190	-0.100360	-0.064670	-0.032730	-0.002400	-0.057060	-0.065800	-0.070610	-0.050960	-0.075380	-0.101650	-0.068970	-0.069080	-0.070520	-0.069750	-0.084780	-0.089630	-0.034550	-0.029900	-0.135350	-0.058940	-0.049880	-0.036800	-0.088910	-0.000670	-0.003890	0.033750	-0.041090	-0.033280	-0.076590	-0.168500	-0.094990	-0.079390	-0.002340	-0.014340	-0.016880	0.022700	-0.054880	-0.006520	-0.039030	-0.036830	-0.024060	-0.067460	0.028340	0.000030	0.017610	-0.020960	-0.029500	-0.005830	-0.081100	-0.073880	-0.053390	-0.048350	-0.112000	-0.035310	0.007910	-0.012490	-0.054270	-0.031810	-0.055200	-0.001070	0.056260	-0.010160	-0.022480	0.004340
-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.601980	-0.497530	-0.326560	-0.297880	-0.331730	-0.258020	-0.245790	-0.285670	-0.262000	-0.276360	-0.283500	-0.230500	-0.226900	-0.240510	-0.272460	-0.303780	-0.330450	-0.314880	-0.435800	-0.302110	-0.251350	-0.282990	-0.267000	-0.290590	-0.224240	-0.266540	-0.249540	-0.264880	-0.305100	-0.234930	-0.286100	-0.261280	-0.183060	-0.281200	-0.205060	-0.258710	-0.258480	-0.264670	-0.245010	-0.261270	-0.184680	-0.279620	-0.258280	-0.217650	-0.225380	-0.281100	-0.186550	-0.241680	-0.243730	-0.323780	-0.246990	-0.281000	-0.266600	-0.301440	-0.270830	-0.290420	-0.250710	-0.232320	-0.275340	-0.291130	-0.230650	-0.220550	-0.256120	-0.268690	-0.284800	-0.270500	-0.292620	-0.227240	-0.292330	-0.283090	-0.290720	-0.345720	-0.288650	-0.349160	-0.259440	-0.266950	-0.218630	-0.273830	-0.316460	-0.239810	-0.272270	-0.208320	-0.234480	-0.266980	-0.417100	-0.336740	-0.304320	-0.282360	-0.265440	-0.280290	-0.295930	-0.265260	-0.247980	-0.268540	-0.306360	-0.282140	-0.244630	-0.193100	-0.203710	-0.268410	-0.268080	-0.186170	-0.250640	-0.233370	-0.280630	-0.267970	-0.288580	-0.285910	-0.270100	-0.281410	-0.294800	-0.300310	-0.229310	-0.264830	-0.282300	-0.262580	-0.253640	-0.174610	-0.179280	-0.131640	-0.260870	-0.222270	-0.244510	-0.292700	-0.220540	-0.281110	-0.263850	-0.335090	-0.299810	-0.267650	-0.255100	-0.308160	-0.339170	-0.197690	-0.271710	-0.184210	-0.239340	-0.205860	-0.210760	-0.280710	-0.247470	-0.296120	-0.274130	-0.243370	-0.279610	-0.240710	-0.219310	-0.229790	-0.255890	-0.256870	-0.243000	-0.286840	-0.318180	-0.213570	-0.246270	-0.234330	-0.317930	-0.300300	-0.281000	-0.294530	-0.250120
0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.140540	0.044330	-0.158960	-0.198800	-0.068360	-0.155060	-0.228680	-0.143920	-0.218580	-0.155470	-0.195820	-0.220170	-0.182630	-0.204440	-0.196960	-0.112030	-0.048230	-0.133720	0.002560	-0.155850	-0.217560	-0.140450	-0.172730	-0.168830	-0.224580	-0.153950	-0.185500	-0.201570	-0.078120	-0.283930	-0.164610	-0.229420	-0.282440	-0.155280	-0.265750	-0.207670	-0.219980	-0.178650	-0.209710	-0.255490	-0.265530	-0.177130	-0.208750	-0.267780	-0.236820	-0.128590	-0.256890	-0.253360	-0.266880	-0.094970	-0.211890	-0.127950	-0.209890	-0.139060	-0.174250	-0.172050	-0.171220	-0.281780	-0.118560	-0.120000	-0.256260	-0.225930	-0.114900	-0.199100	-0.191050	-0.161120	-0.152400	-0.254110	-0.142010	-0.104390	-0.144500	-0.112380	-0.170330	-0.032380	-0.210060	-0.216440	-0.200150	-0.177050	-0.085230	-0.227170	-0.195330	-0.254240	-0.227270	-0.155220	0.084120	-0.117010	-0.113090	-0.225260	-0.176840	-0.183950	-0.170020	-0.192000	-0.220350	-0.228950	-0.071840	-0.142570	-0.204630	-0.199610	-0.227800	-0.175820	-0.198160	-0.274420	-0.160850	-0.214490	-0.148080	-0.162670	-0.088370	-0.143750	-0.179950	-0.147480	-0.134310	-0.097510	-0.193700	-0.183410	-0.167000	-0.173290	-0.211230	-0.283150	-0.282320	-0.314000	-0.160420	-0.242520	-0.248370	-0.178210	-0.224290	-0.194360	-0.128420	-0.074800	-0.131060	-0.233020	-0.241700	-0.141390	-0.115400	-0.263640	-0.177700	-0.305850	-0.208080	-0.265460	-0.250820	-0.192010	-0.220110	-0.164970	-0.176670	-0.216580	-0.188010	-0.162050	-0.193210	-0.190840	-0.200390	-0.117050	-0.255290	-0.210340	-0.126540	-0.249380	-0.210130	-0.191580	-0.132680	-0.211620	-0.157520	-0.123320	-0.224070
-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.223010	-0.158010	-0.012700	-0.031590	-0.135070	-0.081180	0.046880	-0.107170	0.003210	-0.086440	-0.029800	-0.058610	-0.072240	-0.070390	-0.049540	-0.110860	-0.146170	-0.083450	-0.044650	-0.041660	0.042060	-0.137230	-0.141620	-0.046350	-0.097720	-0.181340	-0.159900	-0.102740	-0.214140	-0.022210	-0.115340	-0.051850	-0.036140	-0.117830	-0.050970	-0.075740	-0.092500	-0.062510	-0.125870	-0.038390	-0.016040	-0.134870	-0.100050	-0.077760	-0.038410	-0.156190	-0.086580	-0.046160	-0.034540	-0.113690	-0.010410	-0.086260	-0.056270	-0.054910	-0.086180	-0.067000	-0.096420	-0.015600	-0.210450	-0.126000	-0.065200	-0.079220	-0.208060	-0.097220	-0.066890	-0.121160	-0.017260	0.013400	-0.160670	-0.204120	-0.145510	-0.144330	-0.117340	-0.243290	-0.068440	-0.042210	-0.092220	-0.104580	-0.181570	0.011720	-0.116090	-0.036930	-0.016310	-0.066930	-0.102360	0.031820	-0.124220	-0.006060	-0.087710	-0.097930	-0.085930	-0.072590	-0.063130	-0.050580	-0.223410	-0.175120	-0.126040	-0.131360	-0.080090	-0.062800	-0.066780	-0.037630	-0.115640	-0.061870	-0.104810	-0.067470	-0.137310	-0.082130	-0.040450	-0.086590	-0.055270	-0.112920	-0.086200	-0.091560	-0.087540	-0.032180	-0.036970	-0.054710	-0.063320	-0.094970	-0.215720	-0.118760	-0.059990	-0.034310	-0.070500	0.013850	-0.045340	-0.101220	-0.075740	-0.043380	-0.020450	-0.079690	-0.110090	-0.059680	-0.097890	-0.023580	-0.097690	-0.078500	-0.027290	-0.105300	-0.093720	-0.109970	-0.106490	-0.056650	-0.047590	-0.117550	-0.120350	-0.115070	-0.071740	-0.177220	0.010150	-0.030680	-0.109210	-0.032700	-0.085820	-0.089130	-0.116410	-0.061260	-0.132090	-0.145050	-0.105450
-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.138500	-0.158950	-0.224950	-0.104310	-0.136210	-0.102980	-0.241060	-0.084000	-0.165820	-0.127210	-0.139050	-0.113290	-0.150420	-0.100130	-0.142590	-0.091430	-0.140570	-0.125850	-0.190470	-0.097490	-0.278090	-0.058440	-0.016210	-0.141160	-0.068800	0.007130	0.008430	-0.025410	-0.026180	-0.047590	-0.074340	-0.083370	-0.053210	-0.107990	-0.080430	-0.096640	-0.015710	-0.116360	0.000590	-0.092360	-0.128620	0.019880	-0.048580	0.013030	-0.119550	-0.060810	-0.045770	-0.088810	-0.098190	-0.135200	-0.150500	-0.204800	-0.095060	-0.142540	-0.096030	-0.129910	-0.095980	-0.080090	-0.000450	-0.076840	-0.026060	-0.059570	-0.014880	-0.053970	-0.114640	-0.067650	-0.247870	-0.156290	-0.027480	-0.005540	-0.033680	-0.098760	-0.070920	-0.050260	-0.105480	-0.172500	-0.107490	-0.069430	-0.057610	-0.158220	-0.019540	-0.147650	-0.162990	-0.138400	-0.214730	-0.233520	-0.118590	-0.140480	-0.125080	-0.100990	-0.106980	-0.127600	-0.105400	-0.064410	-0.010630	-0.028230	-0.014510	-0.037390	-0.117070	-0.178180	-0.113140	-0.105430	-0.074670	-0.091160	-0.152120	-0.182470	-0.155630	-0.127560	-0.144910	-0.100400	-0.182690	-0.172850	-0.108230	-0.084790	-0.138310	-0.170030	-0.160270	-0.101870	-0.081390	-0.010740	0.037150	-0.024100	-0.132270	-0.154020	-0.156790	-0.191220	-0.165630	-0.130520	-0.132440	-0.196080	-0.141060	-0.149680	-0.116160	-0.052450	-0.094560	-0.059510	-0.065960	-0.033100	-0.134310	-0.067100	-0.046970	-0.095260	-0.057450	-0.111550	-0.173770	-0.096400	-0.059340	-0.081170	-0.071430	-0.004450	-0.142530	-0.156620	-0.140830	-0.128080	-0.074480	-0.152750	-0.084520	-0.084420	-0.073470	-0.087510	-0.014800
-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.133860	-0.159000	-0.110810	-0.155030	-0.080280	-0.172470	-0.078670	-0.141330	-0.129510	-0.113530	-0.170820	-0.141660	-0.065270	-0.142990	-0.127870	-0.247880	-0.105790	-0.177570	-0.137630	-0.233910	-0.027620	-0.128090	-0.253200	-0.158880	-0.152040	-0.198060	-0.182510	-0.246750	-0.124020	-0.237330	-0.149600	-0.177730	-0.256110	-0.085260	-0.180030	-0.133020	-0.300560	-0.191280	-0.238060	-0.217020	-0.189210	-0.239470	-0.195970	-0.295390	-0.240270	-0.070730	-0.168300	-0.141220	-0.203240	-0.143200	-0.156100	-0.044380	-0.222180	-0.208480	-0.196470	-0.169140	-0.122400	-0.190280	-0.185340	-0.238540	-0.295710	-0.174560	-0.175700	-0.192280	-0.163170	-0.199520	-0.052690	-0.153650	-0.223820	-0.157300	-0.190290	-0.091500	-0.166890	-0.114430	-0.140940	-0.069200	-0.114920	-0.160950	-0.078030	-0.198800	-0.192900	-0.110380	-0.172470	-0.146380	-0.203200	-0.123290	-0.120610	-0.172670	-0.170910	-0.176520	-0.150660	-0.082540	-0.161210	-0.230530	-0.139610	-0.141550	-0.260080	-0.151390	-0.133350	-0.032450	-0.104510	-0.196690	-0.199200	-0.230620	-0.108060	-0.095400	-0.066640	-0.206220	-0.213360	-0.233980	-0.118890	-0.036570	-0.124910	-0.185260	-0.154920	-0.169510	-0.067470	-0.112930	-0.134080	-0.172500	-0.096230	-0.157110	-0.074270	-0.100130	-0.062390	-0.128930	-0.182710	-0.159010	-0.162110	-0.147610	-0.222040	-0.131560	-0.099320	-0.161930	-0.143960	-0.200000	-0.096050	-0.205490	-0.147730	-0.180100	-0.198320	-0.111430	-0.161550	-0.182120	-0.047280	-0.086780	-0.156970	-0.073690	-0.201620	-0.211010	-0.120770	-0.148840	-0.087710	-0.208160	-0.180660	-0.012620	-0.108560	-0.161670	-0.090480	-0.112210	-0.239500
-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.077730	-0.019160	-0.066680	-0.026640	-0.169820	-0.109080	-0.035140	-0.061660	-0.055520	-0.034080	0.053200	0.015290	-0.168070	-0.013020	0.002910	0.153090	-0.098990	0.024540	-0.171110	0.041080	-0.034630	-0.144540	0.001210	-0.007120	-0.090720	-0.148920	-0.105420	0.014620	-0.116400	0.034040	-0.050310	-0.013490	-0.009390	-0.143940	-0.007530	-0.095140	0.105400	0.006010	0.047790	-0.009760	0.033590	-0.051570	-0.027890	0.108750	0.078510	-0.153430	-0.036500	-0.050770	-0.018650	-0.098220	-0.033360	-0.136060	-0.059840	0.023550	0.090750	-0.023270	-0.146040	0.012190	-0.081410	0.081050	0.056340	-0.103950	-0.101180	-0.088980	0.012740	0.026760	-0.061470	0.038820	0.038530	-0.101620	-0.036050	-0.109920	-0.096630	-0.144260	-0.028260	-0.109870	-0.039510	-0.050510	-0.146560	0.057140	-0.032010	0.002690	0.014540	-0.019590	0.024400	0.033680	-0.091460	0.050820	-0.003050	-0.031340	-0.042210	-0.082130	-0.076580	0.037690	-0.106220	-0.148680	-0.074060	-0.050960	-0.060380	-0.156770	-0.031220	-0.005130	0.054010	0.017460	-0.142560	-0.149100	-0.208900	0.001080	0.019060	0.013520	-0.089820	-0.131540	-0.117250	-0.068950	-0.086130	-0.141750	-0.138620	-0.023360	-0.014900	-0.130730	-0.180850	-0.092070	-0.063410	-0.090590	-0.057820	0.027500	0.078120	-0.041060	-0.060300	-0.145410	0.021590	-0.043280	-0.093970	-0.104560	-0.011830	-0.052610	-0.213370	0.017920	-0.002220	-0.092690	-0.037250	-0.035700	-0.060400	0.037470	-0.052530	-0.175870	-0.054630	-0.199520	-0.072700	-0.099120	-0.029170	-0.081770	-0.144020	0.054870	-0.050860	-0.202390	-0.077580	-0.061160	-0.169370	-0.088450	-0.018060
-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.175420	-0.247550	-0.200800	-0.050930	-0.053260	-0.034910	-0.166140	-0.109380	-0.091800	-0.143560	-0.206300	-0.204080	-0.071150	-0.158110	-0.207670	-0.316210	-0.077470	-0.192300	0.140520	-0.194550	-0.146810	-0.013860	-0.192760	-0.194160	-0.135730	-0.066760	-0.047190	-0.192640	-0.079120	-0.093760	-0.164820	-0.162270	-0.174800	-0.117160	-0.129510	-0.131270	-0.263910	-0.242280	-0.220720	-0.208590	-0.285070	-0.008150	-0.117040	-0.223790	-0.272620	-0.010470	-0.169400	-0.123530	-0.206540	-0.122680	-0.068250	-0.140020	-0.116840	-0.160010	-0.258990	-0.173900	-0.046100	-0.106180	-0.141080	-0.263210	-0.199680	-0.087080	-0.144020	-0.047630	-0.241800	-0.289630	-0.159670	-0.195270	-0.272150	-0.109190	-0.122450	-0.130540	-0.117770	-0.172160	-0.170610	-0.168230	-0.199880	-0.124990	-0.009040	-0.196390	-0.085320	-0.282620	-0.174990	-0.098180	-0.100330	-0.078270	-0.120370	-0.188780	-0.256880	-0.261810	-0.195440	-0.133460	-0.172150	-0.144840	-0.076870	-0.084950	-0.124900	-0.134220	-0.242930	-0.073970	-0.156540	-0.272490	-0.251060	-0.237220	-0.221160	-0.158710	-0.065930	-0.273790	-0.269830	-0.237570	-0.117560	-0.100560	0.013580	-0.117780	-0.209690	-0.179630	-0.068600	-0.267110	-0.257660	-0.111990	-0.036120	-0.136500	-0.277290	-0.081430	-0.313220	-0.196980	-0.173790	-0.029090	-0.164010	-0.275370	-0.279370	-0.151800	-0.113110	-0.073020	-0.203090	-0.069090	0.078870	-0.175390	-0.254540	-0.158410	-0.136110	-0.179640	-0.130820	-0.242740	-0.169960	-0.018570	-0.149150	0.024400	-0.031870	-0.025440	-0.066770	-0.197310	-0.115930	-0.337700	-0.167610	-0.118630	-0.058010	-0.072410	-0.053460	-0.165960	-0.132540
-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.104670	-0.039460	-0.060260	-0.046090	-0.053200	-0.106790	0.055150	0.044090	-0.074000	-0.029010	0.044300	0.107730	-0.002970	0.012820	0.063530	0.028290	-0.139140	-0.027630	-0.221500	0.034940	-0.037990	-0.053630	-0.097930	0.007660	0.002770	-0.071510	-0.022530	0.032350	-0.020910	-0.044540	0.012940	0.035480	0.001690	0.043690	0.014800	0.042450	0.004640	0.029960	0.091030	0.007470	0.074760	-0.083350	-0.048660	0.073740	-0.045770	-0.010870	0.110820	0.046180	-0.027400	-0.081360	-0.096990	-0.101140	-0.127170	-0.131660	0.018810	-0.069900	-0.035510	-0.041980	-0.017110	-0.006100	0.004030	0.003620	-0.009960	-0.155290	0.060080	0.116560	-0.115330	0.049920	0.055840	0.036240	-0.050540	-0.045550	-0.101910	-0.034950	0.023630	0.002420	0.052420	-0.013240	-0.024110	0.015240	-0.021820	0.080220	-0.122880	-0.127730	-0.146290	-0.024530	-0.071370	-0.004160	-0.032210	-0.017180	0.011540	0.012360	-0.015950	0.011370	-0.030200	-0.004450	-0.102350	0.065940	0.064810	-0.058560	0.061730	0.039370	0.037660	-0.047970	0.000710	-0.056020	-0.177850	-0.048340	-0.054300	-0.077710	-0.173470	0.022630	-0.168490	-0.083420	-0.080060	-0.057050	-0.018470	0.146630	0.133500	0.080130	0.098400	0.082540	0.164100	-0.066140	0.131820	0.063640	-0.095740	-0.207420	-0.056760	-0.235190	0.000210	-0.103000	-0.046630	0.022620	0.007260	-0.032710	-0.110760	0.082450	0.126490	-0.029500	-0.044870	0.068160	0.050470	0.046430	0.067620	-0.057010	0.038170	-0.085710	-0.129970	-0.103030	-0.008660	-0.031190	-0.024110	0.075750	0.013490	0.054920	-0.012310	-0.070590	0.021510	0.048510	-0.048290
