1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	1.829710	2.038130	2.555200	2.752540	2.847530	2.950060	3.027950	3.072530	3.137510	3.145230	3.272160	3.263770	3.239680	3.407740	3.372370	3.384550	3.368750	3.381540	3.501620	3.420850	3.376480	3.339900	3.334650	3.407490	3.410560	3.482470	3.402250	3.390450	3.753180	3.998850	4.027980	4.029560	4.007700	3.966460	3.927410	3.893460	3.435760	3.528910	3.469480	3.354850	3.416330	3.477260	3.464500	3.362080	3.342830	3.371050	3.365540	3.409480	3.379570	3.343760	3.497340	3.405360	3.432760	3.404330	3.455370	3.429420	3.451920	3.612500	3.654150	3.656710	3.556680	3.513450	3.447410	3.486970	3.397150
0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.122360	0.021210	-0.033340	-0.033630	-0.018030	-0.025420	-0.004890	-0.030480	0.000290	-0.017420	-0.033790	-0.040250	-0.041220	-0.074080	-0.067890	-0.056580	-0.008880	-0.041220	-0.094940	-0.062570	-0.040150	0.025110	0.000300	-0.024820	-0.027920	-0.093600	-0.022990	-0.035870	-0.079420	-0.075440	-0.067120	-0.076020	-0.056400	-0.020870	-0.034700	-0.111960	-0.043340	-0.081470	-0.052520	-0.019930	-0.081230	-0.091270	-0.090800	-0.013100	-0.013470	-0.041800	-0.055690	-0.025650	-0.053140	-0.047020	-0.094920	-0.027230	-0.110710	-0.028070	-0.078200	-0.056860	-0.040080	-0.079480	-0.095550	-0.146740	-0.119330	-0.070020	-0.019830	-0.040640	-0.022940
-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.577910	-0.393450	-0.319450	-0.308440	-0.252470	-0.258950	-0.334200	-0.296770	-0.270720	-0.271420	-0.266370	-0.212540	-0.273200	-0.235490	-0.208220	-0.265160	-0.265960	-0.249710	-0.193980	-0.254150	-0.235550	-0.305680	-0.236560	-0.246830	-0.282620	-0.207230	-0.255990	-0.208870	-0.310300	-0.297030	-0.336220	-0.271010	-0.224280	-0.275800	-0.287020	-0.228360	-0.205110	-0.302910	-0.351290	-0.296290	-0.243720	-0.217970	-0.254240	-0.276600	-0.240480	-0.261410	-0.256900	-0.257010	-0.277120	-0.319910	-0.238250	-0.244780	-0.188150	-0.238640	-0.215540	-0.222380	-0.239680	-0.313160	-0.315180	-0.274940	-0.289020	-0.295850	-0.309390	-0.251280	-0.276510
0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	0.108470	-0.103840	-0.108340	-0.101610	-0.240670	-0.211850	-0.087500	-0.154910	-0.193720	-0.204980	-0.195960	-0.269960	-0.194920	-0.169860	-0.258120	-0.166020	-0.188780	-0.249620	-0.247190	-0.173740	-0.271580	-0.193910	-0.291630	-0.225240	-0.195680	-0.209410	-0.204840	-0.301200	-0.161570	-0.203710	-0.108440	-0.217500	-0.260680	-0.175650	-0.161730	-0.206110	-0.296320	-0.093590	-0.052900	-0.199320	-0.203470	-0.222740	-0.158180	-0.197900	-0.276540	-0.244680	-0.212130	-0.202990	-0.173760	-0.114350	-0.166630	-0.243460	-0.252220	-0.229630	-0.268860	-0.260130	-0.234360	-0.138740	-0.160050	-0.140980	-0.170150	-0.180610	-0.162210	-0.225260	-0.208020
-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.227600	-0.059230	-0.185920	-0.227280	-0.097350	-0.120000	-0.225400	-0.133010	-0.160120	-0.104390	-0.118540	-0.078190	-0.112210	-0.190000	-0.071740	-0.176620	-0.177400	-0.037270	-0.101770	-0.157460	-0.037740	-0.120950	-0.044760	-0.119750	-0.070460	-0.151940	-0.143200	-0.034510	-0.078180	-0.050350	-0.189570	-0.071650	-0.081910	-0.196770	-0.168280	-0.124750	-0.062900	-0.178210	-0.171500	-0.079150	-0.120970	-0.086870	-0.185150	-0.141730	-0.044260	-0.014690	-0.080950	-0.152970	-0.119500	-0.165220	-0.152910	-0.093360	-0.091070	-0.128040	-0.026990	-0.037080	-0.084110	-0.118350	-0.058760	-0.092880	-0.058620	-0.027220	-0.122960	-0.072020	-0.072920
-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.149470	-0.246400	-0.058920	-0.002500	-0.054150	-0.067630	-0.042310	-0.118990	0.000930	-0.098870	-0.107460	-0.093430	-0.056110	-0.028910	-0.105210	-0.030860	0.013610	-0.178620	-0.066800	-0.090930	-0.076170	-0.061920	-0.061130	-0.023560	-0.152730	-0.033690	-0.038220	-0.084610	-0.111240	-0.092280	0.027890	-0.086240	-0.092150	-0.003890	-0.059260	-0.119330	-0.035460	-0.117770	-0.151180	-0.094350	-0.064100	-0.116440	-0.010360	0.015800	-0.098440	-0.180150	-0.110770	0.008710	-0.108400	-0.075560	-0.095860	-0.037050	-0.076830	-0.022260	-0.126120	-0.151240	-0.079280	-0.118900	-0.126760	-0.147160	-0.119600	-0.217250	-0.061610	-0.157820	-0.123110
-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.145180	-0.070680	-0.153350	-0.218850	-0.226350	-0.238400	-0.106080	-0.117070	-0.221910	-0.153650	-0.117590	-0.181240	-0.228320	-0.202420	-0.178410	-0.171750	-0.242830	-0.136580	-0.162560	-0.111720	-0.243460	-0.154700	-0.293450	-0.250890	-0.063020	-0.171040	-0.170150	-0.238470	-0.154210	-0.253620	-0.261800	-0.179020	-0.149950	-0.217240	-0.192360	-0.132480	-0.228770	-0.170120	-0.059770	-0.170270	-0.150200	-0.146980	-0.150580	-0.292720	-0.213860	-0.083810	-0.143980	-0.246510	-0.121390	-0.127590	-0.109240	-0.267650	-0.197040	-0.216340	-0.153550	-0.131480	-0.166470	-0.047740	-0.182700	-0.084440	-0.192080	-0.020040	-0.197740	-0.066410	-0.158450
-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.093290	-0.098240	-0.097020	-0.032960	-0.068610	-0.031770	-0.214710	-0.110850	-0.042500	-0.111850	-0.180250	-0.162890	-0.035010	-0.073050	-0.030510	-0.165050	-0.069660	-0.084840	-0.037230	-0.148140	0.017640	-0.110030	0.017550	0.018120	-0.119220	-0.078400	-0.162130	0.038800	-0.197670	-0.124940	-0.226930	-0.233350	-0.226170	-0.164720	-0.107980	-0.264530	-0.063980	-0.065690	-0.135550	-0.104860	-0.209140	-0.033450	-0.164150	0.049730	-0.048760	-0.082650	-0.084800	-0.098220	-0.145590	-0.162390	-0.106240	0.029490	-0.077490	-0.094070	-0.016020	-0.055390	-0.047140	-0.096370	0.051500	-0.125080	0.086280	-0.092630	-0.017670	-0.149600	-0.021620
-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.183610	-0.206130	-0.156240	-0.246230	-0.153300	-0.230990	-0.051770	-0.202950	-0.177400	-0.162180	-0.138520	-0.101720	-0.186650	-0.240920	-0.216070	-0.042200	-0.163240	-0.225210	-0.170880	-0.166750	-0.205280	-0.097360	-0.244520	-0.238190	-0.103970	-0.154600	-0.030260	-0.231620	-0.084450	-0.132160	-0.036910	-0.087190	-0.112110	-0.198640	-0.311780	-0.160350	-0.068440	-0.275470	-0.115370	-0.057450	0.008690	-0.228950	-0.035280	-0.183780	-0.135850	-0.106690	-0.077660	-0.029300	-0.081480	-0.044550	-0.169510	-0.228740	-0.186210	-0.117420	-0.195290	-0.209480	-0.136150	0.020760	-0.170950	-0.020220	-0.222880	-0.051410	-0.138960	-0.082840	-0.211450
-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.118200	-0.009280	0.045840	0.074620	-0.032550	-0.027350	-0.055490	0.071170	0.063740	0.034610	-0.006960	-0.100740	0.018280	0.048770	0.035920	-0.068880	0.034340	0.019180	0.085160	0.058070	0.044710	0.036010	0.022710	0.066720	0.012700	0.054030	-0.122040	0.057710	0.039140	-0.021740	-0.020810	0.019670	-0.019890	0.007950	0.116920	-0.020330	-0.032780	-0.051220	-0.059340	-0.082630	-0.090160	0.073900	0.018100	0.026410	-0.098610	0.029840	-0.076990	-0.142850	-0.036140	-0.048910	0.059290	0.046880	0.040890	-0.031130	0.105890	0.042380	0.005260	-0.018000	0.015430	-0.088460	0.111070	-0.033860	-0.031340	-0.041660	0.035040
