6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140	6.144140
-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310	-0.578310
-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580	-0.188580
-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780	-0.273780
-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210	-0.200210
-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360	-0.228360
-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560	-0.199560
-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930	-0.205930
-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370	-0.194370
-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980	-0.188980
